Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
isFounds = false,Chrome 138.0.0.0,,,2025-07-17 15:08:59,2025-07-17 15:08:59,0.000s,PASSED
for (org.openqa.selenium.WebElement row1 : rows1),Chrome 138.0.0.0,,,2025-07-17 15:08:59,2025-07-17 15:09:00,0.775s,PASSED
if (!(isFound)),Chrome 138.0.0.0,,,2025-07-17 15:09:00,2025-07-17 15:09:00,0.000s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Select_sila pilih""))",Chrome 138.0.0.0,,,2025-07-17 15:09:00,2025-07-17 15:09:00,0.111s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Option_lulus penakat""))",Chrome 138.0.0.0,,,2025-07-17 15:09:00,2025-07-17 15:09:00,0.082s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Button_semak bencana domestik""))",Chrome 138.0.0.0,,,2025-07-17 15:09:00,2025-07-17 15:09:00,0.128s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Select_Status kelulusan""))",Chrome 138.0.0.0,,,2025-07-17 15:09:00,2025-07-17 15:09:00,0.103s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Option_lulus""))",Chrome 138.0.0.0,,,2025-07-17 15:09:00,2025-07-17 15:09:01,0.072s,PASSED
"setText(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/text_catatan pelulus""), ""ABC TEST"")",Chrome 138.0.0.0,,,2025-07-17 15:09:01,2025-07-17 15:09:01,0.167s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Button_hantar""))",Chrome 138.0.0.0,,,2025-07-17 15:09:01,2025-07-17 15:09:01,0.103s,PASSED
acceptAlert(),Chrome 138.0.0.0,,,2025-07-17 15:09:01,2025-07-17 15:09:01,0.011s,PASSED
,,,,,,,
Test Cases/Test Scenario_1/SAO_lulus_1,Chrome 138.0.0.0,,,2025-07-17 15:09:01,2025-07-17 15:09:53,51.928s,PASSED
"callTestCase(findTestCase(""Test Cases/Test Scenario_1/IO_menunggu pengesyoran_1""), null)",Chrome 138.0.0.0,,,2025-07-17 15:09:01,2025-07-17 15:09:44,43.079s,PASSED
"callTestCase(findTestCase(""Test Cases/Login page_SAO user""), null)",Chrome 138.0.0.0,,,2025-07-17 15:09:44,2025-07-17 15:09:48,3.779s,PASSED
"println(""No. Rujukan Notis: "" + rujukanNotis)",Chrome 138.0.0.0,,,2025-07-17 15:09:48,2025-07-17 15:09:48,0.000s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/workbasket/a_workbasket""))",Chrome 138.0.0.0,,,2025-07-17 15:09:48,2025-07-17 15:09:49,1.398s,PASSED
"table = findWebElement(findTestObject(""Object Repository/NKM/IO/workbasket/tbody_table""), 10)",Chrome 138.0.0.0,,,2025-07-17 15:09:49,2025-07-17 15:09:49,0.044s,PASSED
"rows = table.findElements(By.tagName(""tr""))",Chrome 138.0.0.0,,,2025-07-17 15:09:49,2025-07-17 15:09:49,0.031s,PASSED
targetText = rujukanNotis,Chrome 138.0.0.0,,,2025-07-17 15:09:49,2025-07-17 15:09:49,0.000s,PASSED
isFound = false,Chrome 138.0.0.0,,,2025-07-17 15:09:49,2025-07-17 15:09:49,0.000s,PASSED
for (org.openqa.selenium.WebElement row : rows),Chrome 138.0.0.0,,,2025-07-17 15:09:49,2025-07-17 15:09:50,0.816s,PASSED
if (!(isFound)),Chrome 138.0.0.0,,,2025-07-17 15:09:50,2025-07-17 15:09:50,0.001s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Notis tuntutan""))",Chrome 138.0.0.0,,,2025-07-17 15:09:50,2025-07-17 15:09:51,0.789s,PASSED
"table2 = findWebElement(findTestObject(""Object Repository/NKM/IO/workbasket/tbody_table""), 10)",Chrome 138.0.0.0,,,2025-07-17 15:09:51,2025-07-17 15:09:51,0.044s,PASSED
"rows1 = table2.findElements(By.tagName(""tr""))",Chrome 138.0.0.0,,,2025-07-17 15:09:51,2025-07-17 15:09:51,0.030s,PASSED
targetTexts = rujukanNotis,Chrome 138.0.0.0,,,2025-07-17 15:09:51,2025-07-17 15:09:51,0.000s,PASSED
isFounds = false,Chrome 138.0.0.0,,,2025-07-17 15:09:51,2025-07-17 15:09:51,0.000s,PASSED
for (org.openqa.selenium.WebElement row1 : rows1),Chrome 138.0.0.0,,,2025-07-17 15:09:51,2025-07-17 15:09:52,0.921s,PASSED
if (!(isFound)),Chrome 138.0.0.0,,,2025-07-17 15:09:52,2025-07-17 15:09:52,0.000s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Select_sila pilih""))",Chrome 138.0.0.0,,,2025-07-17 15:09:52,2025-07-17 15:09:52,0.109s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Option_lulus penakat""))",Chrome 138.0.0.0,,,2025-07-17 15:09:52,2025-07-17 15:09:52,0.077s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Button_semak bencana domestik""))",Chrome 138.0.0.0,,,2025-07-17 15:09:52,2025-07-17 15:09:52,0.123s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Select_Status kelulusan""))",Chrome 138.0.0.0,,,2025-07-17 15:09:52,2025-07-17 15:09:52,0.104s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Option_lulus""))",Chrome 138.0.0.0,,,2025-07-17 15:09:52,2025-07-17 15:09:52,0.074s,PASSED
"setText(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/text_catatan pelulus""), ""ABC TEST"")",Chrome 138.0.0.0,,,2025-07-17 15:09:52,2025-07-17 15:09:53,0.167s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Button_hantar""))",Chrome 138.0.0.0,,,2025-07-17 15:09:53,2025-07-17 15:09:53,0.107s,PASSED
acceptAlert(),Chrome 138.0.0.0,,,2025-07-17 15:09:53,2025-07-17 15:09:53,0.011s,PASSED
