Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
for (org.openqa.selenium.WebElement row1 : rows1),Chrome 138.0.0.0,,,2025-07-17 14:11:30,2025-07-17 14:11:31,0.921s,PASSED
if (!(isFound)),Chrome 138.0.0.0,,,2025-07-17 14:11:31,2025-07-17 14:11:31,0.000s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Select_sila pilih""))",Chrome 138.0.0.0,,,2025-07-17 14:11:31,2025-07-17 14:11:31,0.123s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Option_lulus penakat""))",Chrome 138.0.0.0,,,2025-07-17 14:11:31,2025-07-17 14:11:31,0.088s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Button_semak bencana domestik""))",Chrome 138.0.0.0,,,2025-07-17 14:11:31,2025-07-17 14:11:31,0.157s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Select_Status kelulusan""))",Chrome 138.0.0.0,,,2025-07-17 14:11:31,2025-07-17 14:11:32,0.133s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Option_lulus""))",Chrome 138.0.0.0,,,2025-07-17 14:11:32,2025-07-17 14:11:32,0.079s,PASSED
"setText(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/text_catatan pelulus""), ""ABC TEST"")",Chrome 138.0.0.0,,,2025-07-17 14:11:32,2025-07-17 14:11:32,0.207s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Button_hantar""))",Chrome 138.0.0.0,,,2025-07-17 14:11:32,2025-07-17 14:11:32,0.118s,PASSED
acceptAlert(),Chrome 138.0.0.0,,,2025-07-17 14:11:32,2025-07-17 14:11:32,0.015s,PASSED
,,,,,,,
Test Cases/Test Scenario_1/SAO_lulus_1,Chrome 138.0.0.0,,,2025-07-17 14:11:32,2025-07-17 14:12:29,56.730s,PASSED
"callTestCase(findTestCase(""Test Cases/Test Scenario_1/IO_menunggu pengesyoran_1""), null)",Chrome 138.0.0.0,,,2025-07-17 14:11:32,2025-07-17 14:12:20,47.565s,PASSED
"callTestCase(findTestCase(""Test Cases/Login page_SAO user""), null)",Chrome 138.0.0.0,,,2025-07-17 14:12:20,2025-07-17 14:12:23,3.635s,PASSED
"println(""No. Rujukan Notis: "" + rujukanNotis)",Chrome 138.0.0.0,,,2025-07-17 14:12:23,2025-07-17 14:12:23,0.000s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/workbasket/a_workbasket""))",Chrome 138.0.0.0,,,2025-07-17 14:12:23,2025-07-17 14:12:25,1.738s,PASSED
"table = findWebElement(findTestObject(""Object Repository/NKM/IO/workbasket/tbody_table""), 10)",Chrome 138.0.0.0,,,2025-07-17 14:12:25,2025-07-17 14:12:25,0.064s,PASSED
"rows = table.findElements(By.tagName(""tr""))",Chrome 138.0.0.0,,,2025-07-17 14:12:25,2025-07-17 14:12:25,0.031s,PASSED
targetText = rujukanNotis,Chrome 138.0.0.0,,,2025-07-17 14:12:25,2025-07-17 14:12:25,0.000s,PASSED
isFound = false,Chrome 138.0.0.0,,,2025-07-17 14:12:25,2025-07-17 14:12:25,0.000s,PASSED
for (org.openqa.selenium.WebElement row : rows),Chrome 138.0.0.0,,,2025-07-17 14:12:25,2025-07-17 14:12:26,0.858s,PASSED
if (!(isFound)),Chrome 138.0.0.0,,,2025-07-17 14:12:26,2025-07-17 14:12:26,0.000s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Notis tuntutan""))",Chrome 138.0.0.0,,,2025-07-17 14:12:26,2025-07-17 14:12:27,0.734s,PASSED
"table2 = findWebElement(findTestObject(""Object Repository/NKM/IO/workbasket/tbody_table""), 10)",Chrome 138.0.0.0,,,2025-07-17 14:12:27,2025-07-17 14:12:27,0.043s,PASSED
"rows1 = table2.findElements(By.tagName(""tr""))",Chrome 138.0.0.0,,,2025-07-17 14:12:27,2025-07-17 14:12:27,0.030s,PASSED
targetTexts = rujukanNotis,Chrome 138.0.0.0,,,2025-07-17 14:12:27,2025-07-17 14:12:27,0.000s,PASSED
isFounds = false,Chrome 138.0.0.0,,,2025-07-17 14:12:27,2025-07-17 14:12:27,0.000s,PASSED
for (org.openqa.selenium.WebElement row1 : rows1),Chrome 138.0.0.0,,,2025-07-17 14:12:27,2025-07-17 14:12:28,0.788s,PASSED
if (!(isFound)),Chrome 138.0.0.0,,,2025-07-17 14:12:28,2025-07-17 14:12:28,0.000s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Select_sila pilih""))",Chrome 138.0.0.0,,,2025-07-17 14:12:28,2025-07-17 14:12:28,0.127s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Option_lulus penakat""))",Chrome 138.0.0.0,,,2025-07-17 14:12:28,2025-07-17 14:12:28,0.111s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Button_semak bencana domestik""))",Chrome 138.0.0.0,,,2025-07-17 14:12:28,2025-07-17 14:12:28,0.139s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Select_Status kelulusan""))",Chrome 138.0.0.0,,,2025-07-17 14:12:28,2025-07-17 14:12:28,0.128s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Option_lulus""))",Chrome 138.0.0.0,,,2025-07-17 14:12:28,2025-07-17 14:12:28,0.076s,PASSED
"setText(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/text_catatan pelulus""), ""ABC TEST"")",Chrome 138.0.0.0,,,2025-07-17 14:12:28,2025-07-17 14:12:29,0.226s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Button_hantar""))",Chrome 138.0.0.0,,,2025-07-17 14:12:29,2025-07-17 14:12:29,0.118s,PASSED
acceptAlert(),Chrome 138.0.0.0,,,2025-07-17 14:12:29,2025-07-17 14:12:29,0.017s,PASSED
