Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""Test Cases/Test Scenario_1/IO_menunggu pengesyoran_1""), null)",Chrome 138.0.0.0,,,2025-07-17 14:22:32,2025-07-17 14:23:24,52.385s,PASSED
"callTestCase(findTestCase(""Test Cases/Login page_SAO user""), null)",Chrome 138.0.0.0,,,2025-07-17 14:23:24,2025-07-17 14:23:28,4.022s,PASSED
"println(""No. Rujukan Notis: "" + rujukanNotis)",Chrome 138.0.0.0,,,2025-07-17 14:23:28,2025-07-17 14:23:28,0.000s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/workbasket/a_workbasket""))",Chrome 138.0.0.0,,,2025-07-17 14:23:28,2025-07-17 14:23:30,1.937s,PASSED
"table = findWebElement(findTestObject(""Object Repository/NKM/IO/workbasket/tbody_table""), 10)",Chrome 138.0.0.0,,,2025-07-17 14:23:30,2025-07-17 14:23:30,0.066s,PASSED
"rows = table.findElements(By.tagName(""tr""))",Chrome 138.0.0.0,,,2025-07-17 14:23:30,2025-07-17 14:23:30,0.032s,PASSED
targetText = rujukanNotis,Chrome 138.0.0.0,,,2025-07-17 14:23:30,2025-07-17 14:23:30,0.001s,PASSED
isFound = false,Chrome 138.0.0.0,,,2025-07-17 14:23:30,2025-07-17 14:23:30,0.000s,PASSED
for (org.openqa.selenium.WebElement row : rows),Chrome 138.0.0.0,,,2025-07-17 14:23:30,2025-07-17 14:23:31,0.894s,PASSED
if (!(isFound)),Chrome 138.0.0.0,,,2025-07-17 14:23:31,2025-07-17 14:23:31,0.001s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Notis tuntutan""))",Chrome 138.0.0.0,,,2025-07-17 14:23:31,2025-07-17 14:23:32,0.851s,PASSED
"table2 = findWebElement(findTestObject(""Object Repository/NKM/IO/workbasket/tbody_table""), 10)",Chrome 138.0.0.0,,,2025-07-17 14:23:32,2025-07-17 14:23:32,0.054s,PASSED
"rows1 = table2.findElements(By.tagName(""tr""))",Chrome 138.0.0.0,,,2025-07-17 14:23:32,2025-07-17 14:23:32,0.028s,PASSED
targetTexts = rujukanNotis,Chrome 138.0.0.0,,,2025-07-17 14:23:32,2025-07-17 14:23:32,0.000s,PASSED
isFounds = false,Chrome 138.0.0.0,,,2025-07-17 14:23:32,2025-07-17 14:23:32,0.000s,PASSED
for (org.openqa.selenium.WebElement row1 : rows1),Chrome 138.0.0.0,,,2025-07-17 14:23:32,2025-07-17 14:23:33,1.014s,PASSED
if (!(isFound)),Chrome 138.0.0.0,,,2025-07-17 14:23:33,2025-07-17 14:23:33,0.000s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Select_sila pilih""))",Chrome 138.0.0.0,,,2025-07-17 14:23:33,2025-07-17 14:23:33,0.136s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Option_lulus penakat""))",Chrome 138.0.0.0,,,2025-07-17 14:23:33,2025-07-17 14:23:34,0.097s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Button_semak bencana domestik""))",Chrome 138.0.0.0,,,2025-07-17 14:23:34,2025-07-17 14:23:34,0.149s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Select_Status kelulusan""))",Chrome 138.0.0.0,,,2025-07-17 14:23:34,2025-07-17 14:23:34,0.122s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Option_lulus""))",Chrome 138.0.0.0,,,2025-07-17 14:23:34,2025-07-17 14:23:34,0.076s,PASSED
"setText(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/text_catatan pelulus""), ""ABC TEST"")",Chrome 138.0.0.0,,,2025-07-17 14:23:34,2025-07-17 14:23:34,0.187s,PASSED
"click(findTestObject(""Object Repository/NKM/IO/Tugasan Saya/Button_hantar""))",Chrome 138.0.0.0,,,2025-07-17 14:23:34,2025-07-17 14:23:34,0.115s,PASSED
acceptAlert(),Chrome 138.0.0.0,,,2025-07-17 14:23:34,2025-07-17 14:23:34,0.016s,PASSED
